NAME,B19013_001E,state,place
"Selma city, Alabama",31084,01,69120
"Semmes city, Alabama",61433,01,69240
"Sheffield city, Alabama",39666,01,69648
"Slocomb city, Alabama",38125,01,71040
"Smiths Station city, Alabama",55676,01,71190
"Southside city, Alabama",70843,01,71832
"Spanish Fort city, Alabama",98350,01,71976
"Springville city, Alabama",62386,01,72600
"Stevenson city, Alabama",45163,01,73080
"Sulligent city, Alabama",30057,01,73728
"Sumiton city, Alabama",63682,01,73848
"Sylacauga city, Alabama",46137,01,74352
"Talladega city, Alabama",37945,01,74592
"Tallassee city, Alabama",48531,01,74688
"Tarrant city, Alabama",37768,01,74976
"Thomasville city, Alabama",45429,01,75960
"Troy city, Alabama",38783,01,76920
"Trussville city, Alabama",118028,01,76944
"Tuscaloosa city, Alabama",47257,01,77256
"Tuscumbia city, Alabama",47530,01,77280
"Tuskegee city, Alabama",32449,01,77304
"Union Springs city, Alabama",24921,01,77880
"Valley city, Alabama",54237,01,78204
"Valley Grande city, Alabama",64258,01,78232
"Vernon city, Alabama",37350,01,78480
"Vestavia Hills city, Alabama",127582,01,78552
"Warrior city, Alabama",53258,01,79944
"Weaver city, Alabama",81250,01,80352
"Wetumpka city, Alabama",54477,01,81720
"Winfield city, Alabama",73810,01,82992
"York city, Alabama",33269,01,84096
"Adak city, Alaska",90114,02,00065
"Akhiok city, Alaska",69750,02,00650
"Akiak city, Alaska",68125,02,00870
"Akutan city, Alaska",28750,02,01090
"Alakanuk city, Alaska",41875,02,01200
"Aleknagik city, Alaska",85000,02,01420
"Allakaket city, Alaska",25000,02,01860
"Ambler city, Alaska",37857,02,01970
"Anaktuvuk Pass city, Alaska",69028,02,02080
"Anderson city, Alaska",111250,02,03220
"Angoon city, Alaska",42857,02,03440
"Aniak city, Alaska",72500,02,03550
"Anvik city, Alaska",58750,02,03880
"Atka city, Alaska",-666666666,02,04210
"Atqasuk city, Alaska",99750,02,04500
"Bethel city, Alaska",100852,02,06520
"Bettles city, Alaska",-666666666,02,06630
"Brevig Mission city, Alaska",58438,02,08740
"Buckland city, Alaska",53819,02,09600
"Chefornak city, Alaska",47500,02,12680
"Chevak city, Alaska",-666666666,02,13230
"Chignik city, Alaska",80469,02,13550
"Chuathbaluk city, Alaska",23750,02,14330
"Clark's Point city, Alaska",23333,02,15430
"Coffman Cove city, Alaska",63750,02,16360
"Cold Bay city, Alaska",117969,02,16530
"Cordova city, Alaska",79526,02,17410
"Craig city, Alaska",66146,02,17740
"Deering city, Alaska",49375,02,18510
"Delta Junction city, Alaska",80556,02,18620
"Dillingham city, Alaska",92578,02,18950
"Diomede city, Alaska",-666666666,02,19060
"Eagle city, Alaska",47500,02,20380
"Edna Bay city, Alaska",-666666666,02,20970
"Eek city, Alaska",48750,02,21040
"Egegik city, Alaska",-666666666,02,21150
"Ekwok city, Alaska",39063,02,21810
"Elim city, Alaska",35000,02,22250
"Emmonak city, Alaska",45655,02,22910
"Fairbanks city, Alaska",69914,02,24230
"False Pass city, Alaska",62083,02,24660
"Fort Yukon city, Alaska",46250,02,26760
"Galena city, Alaska",77813,02,27530
"Gambell city, Alaska",39375,02,27640
"Golovin city, Alaska",54167,02,29180
"Goodnews Bay city, Alaska",27708,02,29290
"Grayling city, Alaska",36250,02,30060
"Gustavus city, Alaska",77500,02,30940
"Holy Cross city, Alaska",33571,02,33030
"Homer city, Alaska",69757,02,33140
"Hoonah city, Alaska",72969,02,33360
"Hooper Bay city, Alaska",35179,02,33470
"Houston city, Alaska",53750,02,33800
"Hughes city, Alaska",-666666666,02,33910
"Huslia city, Alaska",49792,02,34350
"Hydaburg city, Alaska",53125,02,34460
"Kachemak city, Alaska",65000,02,36540
"Kake city, Alaska",61250,02,36770
"Kaktovik city, Alaska",86458,02,36990
"Kaltag city, Alaska",39688,02,37430
"Kasaan city, Alaska",87917,02,37650
"Kenai city, Alaska",77335,02,38420
"Ketchikan city, Alaska",73512,02,38970
"Kiana city, Alaska",62727,02,39300
"King Cove city, Alaska",79844,02,39410
"Kivalina city, Alaska",68750,02,39960
"Klawock city, Alaska",60625,02,40400
"Kobuk city, Alaska",36250,02,40840
"Kodiak city, Alaska",76765,02,40950
"Kotlik city, Alaska",42344,02,41720
"Kotzebue city, Alaska",101071,02,41830
"Koyuk city, Alaska",35313,02,41940
"Koyukuk city, Alaska",22143,02,42050
"Kupreanof city, Alaska",-666666666,02,42160
"Kwethluk city, Alaska",43750,02,42380
"Larsen Bay city, Alaska",77500,02,43040
"Lower Kalskag city, Alaska",33125,02,45460
"McGrath city, Alaska",44250,02,46010
"Manokotak city, Alaska",51875,02,46890
"Marshall city, Alaska",53750,02,47000
"Mekoryuk city, Alaska",30417,02,47990
"Mountain Village city, Alaska",45000,02,51180
"Napakiak city, Alaska",23889,02,52390
"Napaskiak city, Alaska",34569,02,52720
"Nenana city, Alaska",50357,02,53050
"Newhalen city, Alaska",48333,02,53270
"New Stuyahok city, Alaska",52083,02,53710
"Nightmute city, Alaska",58750,02,53930
"Nikolai city, Alaska",-666666666,02,54150
"Nome city, Alaska",103542,02,54920
"Nondalton city, Alaska",55000,02,55030
"Noorvik city, Alaska",56563,02,55140
"North Pole city, Alaska",91583,02,55910
"Nuiqsut city, Alaska",76250,02,56320
"Nulato city, Alaska",53839,02,56350
"Nunam Iqua city, Alaska",38214,02,56600
"Nunapitchuk city, Alaska",43352,02,56680
"Old Harbor city, Alaska",40156,02,57340
"Ouzinkie city, Alaska",53750,02,58550
"Palmer city, Alaska",68929,02,58660
"Pelican city, Alaska",-666666666,02,59650
"Pilot Point city, Alaska",59375,02,60640
"Pilot Station city, Alaska",41964,02,60750
"Platinum city, Alaska",-666666666,02,61080
"Point Hope city, Alaska",56250,02,61630
"Port Alexander city, Alaska",37083,02,62510
"Port Heiden city, Alaska",-666666666,02,63390
"Port Lions city, Alaska",50000,02,63610
"Quinhagak city, Alaska",42083,02,64600
"Ruby city, Alaska",32500,02,65590
"Russian Mission city, Alaska",-666666666,02,65700
"St. George city, Alaska",92500,02,65800
"St. Mary's city, Alaska",43750,02,66140
"St. Michael city, Alaska",46875,02,66360
"St. Paul city, Alaska",83214,02,66470
"Sand Point city, Alaska",79922,02,67020
"Savoonga city, Alaska",53125,02,67460
"Saxman city, Alaska",50500,02,67570
"Scammon Bay city, Alaska",36250,02,67680
"Selawik city, Alaska",52917,02,68230
"Seldovia city, Alaska",84375,02,68340
"Seward city, Alaska",77850,02,68560
"Shageluk city, Alaska",33125,02,68670
"Shaktoolik city, Alaska",62500,02,68890
"Shishmaref city, Alaska",56875,02,69770
"Shungnak city, Alaska",68750,02,70100
"Soldotna city, Alaska",67365,02,71640
"Stebbins city, Alaska",52500,02,72960
"Tanana city, Alaska",52031,02,75160
"Teller city, Alaska",34688,02,75930
"Tenakee Springs city, Alaska",48846,02,76260
"Thorne Bay city, Alaska",63365,02,77140
"Togiak city, Alaska",55833,02,77690
"Toksook Bay city, Alaska",49167,02,78240
"Unalakleet city, Alaska",84375,02,80660
"Unalaska city, Alaska",104706,02,80770
"Upper Kalskag city, Alaska",43750,02,81320
"Utqiaġvik city, Alaska",86810,02,81920
"Valdez city, Alaska",89255,02,82200
"Wainwright city, Alaska",79500,02,82750
"Wales city, Alaska",34167,02,82860
"Wasilla city, Alaska",69534,02,83080
"Whale Pass city, Alaska",49063,02,84000
"White Mountain city, Alaska",53125,02,84070
"Whittier city, Alaska",48828,02,84510
"Apache Junction city, Arizona",56209,04,02830
"Avondale city, Arizona",76496,04,04720
"Benson city, Arizona",49955,04,05770
"Bisbee city, Arizona",43512,04,06260
"Buckeye city, Arizona",94188,04,07940
"Bullhead City city, Arizona",47129,04,08220
"Casa Grande city, Arizona",64535,04,10530
"Chandler city, Arizona",99374,04,12000
"Coolidge city, Arizona",60682,04,15500
"Cottonwood city, Arizona",43273,04,16410
"Douglas city, Arizona",41594,04,20050
"El Mirage city, Arizona",72134,04,22220
"Eloy city, Arizona",57364,04,22360
"Flagstaff city, Arizona",65652,04,23620
"Glendale city, Arizona",66375,04,27820
"Globe city, Arizona",64516,04,28030
"Goodyear city, Arizona",97307,04,28380
"Holbrook city, Arizona",58856,04,33280
"Kingman city, Arizona",56360,04,37620
"Lake Havasu City city, Arizona",64027,04,39370
"Litchfield Park city, Arizona",117601,04,41330
"Maricopa city, Arizona",88795,04,44410
"Mesa city, Arizona",73766,04,46000
"Nogales city, Arizona",36682,04,49640
"Page city, Arizona",79521,04,51810
"Peoria city, Arizona",86759,04,54050
"Phoenix city, Arizona",72092,04,55000
"Prescott city, Arizona",66330,04,57380
"Safford city, Arizona",64860,04,62000
"St. Johns city, Arizona",83690,04,62350
"San Luis city, Arizona",46747,04,63470
"Scottsdale city, Arizona",104197,04,65000
"Sedona city, Arizona",62901,04,65350
"Show Low city, Arizona",57406,04,66470
"Sierra Vista city, Arizona",70899,04,66820
"Somerton city, Arizona",64180,04,68080
"South Tucson city, Arizona",34014,04,68850
"Surprise city, Arizona",87756,04,71510
"Tempe city, Arizona",72022,04,73000
"Tolleson city, Arizona",47875,04,74190
"Tombstone city, Arizona",46667,04,74400
"Tucson city, Arizona",52049,04,77000
"Willcox city, Arizona",40884,04,83090
"Williams city, Arizona",63141,04,83160
"Winslow city, Arizona",43918,04,83930
"Yuma city, Arizona",59312,04,85540
"Adona city, Arkansas",46250,05,00250
"Alexander city, Arkansas",68431,05,00580
"Alma city, Arkansas",46273,05,00970
"Altheimer city, Arkansas",31429,05,01150
"Altus city, Arkansas",37768,05,01210
"Amity city, Arkansas",39792,05,01360
"Arkadelphia city, Arkansas",37634,05,01870
"Arkansas City city, Arkansas",39038,05,01990
"Ashdown city, Arkansas",60909,05,02380
"Ash Flat city, Arkansas",39632,05,02470
"Atkins city, Arkansas",51643,05,02590
"Augusta city, Arkansas",51535,05,02740
"Austin city, Arkansas",93929,05,02860
"Bald Knob city, Arkansas",47917,05,03280
"Barling city, Arkansas",50289,05,03640
"Batesville city, Arkansas",52304,05,04030
"Bay city, Arkansas",58036,05,04180
"Bearden city, Arkansas",24861,05,04420
"Beebe city, Arkansas",55072,05,04600
"Bella Vista city, Arkansas",83989,05,04840
"Belleville city, Arkansas",64239,05,04960
"Benton city, Arkansas",66868,05,05290
"Bentonville city, Arkansas",99074,05,05320
"Berryville city, Arkansas",43388,05,05560
"Black Rock city, Arkansas",65347,05,06700
"Blevins city, Arkansas",57500,05,07030
"Blytheville city, Arkansas",45746,05,07330
"Bonanza city, Arkansas",52500,05,07540
"Bono city, Arkansas",48611,05,07630
"Booneville city, Arkansas",46182,05,07720
"Bradford city, Arkansas",28333,05,08260
"Bradley city, Arkansas",27604,05,08290
"Branch city, Arkansas",34712,05,08440
"Briarcliff city, Arkansas",53125,05,08665
"Brinkley city, Arkansas",35087,05,08950
"Brookland city, Arkansas",65688,05,09100
"Bryant city, Arkansas",76282,05,09460
"Buckner city, Arkansas",106875,05,09550
"Bull Shoals city, Arkansas",45144,05,09790
"Cabot city, Arkansas",69094,05,10300
"Calico Rock city, Arkansas",36667,05,10570
"Calion city, Arkansas",39205,05,10600
"Camden city, Arkansas",48302,05,10720
"Cammack Village city, Arkansas",84286,05,10780
"Campbell Station city, Arkansas",72083,05,10900
"Caraway city, Arkansas",47679,05,11410
"Carlisle city, Arkansas",35769,05,11500
"Carthage city, Arkansas",-666666666,05,11830
"Cave City city, Arkansas",40441,05,12280
"Cave Springs city, Arkansas",143393,05,12340
"Cedarville city, Arkansas",50866,05,12520
"Centerton city, Arkansas",104464,05,12820
"Charleston city, Arkansas",63661,05,13300
"Cherokee Village city, Arkansas",35257,05,13450
"Cherry Valley city, Arkansas",34875,05,13540
"Chidester city, Arkansas",22167,05,13750
"Clarendon city, Arkansas",27065,05,13990
"Clarkedale city, Arkansas",119271,05,14050
"Clarksville city, Arkansas",35911,05,14140
"Clinton city, Arkansas",42292,05,14260
"Coal Hill city, Arkansas",33661,05,14500
"Colt city, Arkansas",-666666666,05,14950
"Conway city, Arkansas",54036,05,15190
"Corning city, Arkansas",41607,05,15460
"Cotter city, Arkansas",35221,05,15490
"Cotton Plant city, Arkansas",18250,05,15550
"Crossett city, Arkansas",41250,05,16240
"Cushman city, Arkansas",41250,05,16930
"Danville city, Arkansas",61726,05,17320
"Dardanelle city, Arkansas",47724,05,17380
"Decatur city, Arkansas",39886,05,17740
"Delight city, Arkansas",30682,05,18100
"De Queen city, Arkansas",55207,05,18490
"Dermott city, Arkansas",23537,05,18520
"Des Arc city, Arkansas",29226,05,18550
"De Valls Bluff city, Arkansas",23056,05,18640
"DeWitt city, Arkansas",47147,05,18790
"Diamond City city, Arkansas",39453,05,18850
"Diaz city, Arkansas",46286,05,18940
"Dierks city, Arkansas",26250,05,18970
"Dover city, Arkansas",30764,05,19600
"Dumas city, Arkansas",34554,05,19990
"Dyer city, Arkansas",71250,05,20200
"Earle city, Arkansas",41484,05,20320
"Elaine city, Arkansas",39196,05,20950
"El Dorado city, Arkansas",46869,05,21070
"Elkins city, Arkansas",72940,05,21190
"Elm Springs city, Arkansas",123015,05,21430
"Emmet city, Arkansas",59417,05,21610
"England city, Arkansas",53036,05,21730
"Eudora city, Arkansas",26942,05,22180
"Eureka Springs city, Arkansas",40972,05,22240
"Evening Shade city, Arkansas",28125,05,22360
"Fairfield Bay city, Arkansas",58750,05,22660
"Farmington city, Arkansas",83783,05,23170
"Fayetteville city, Arkansas",56881,05,23290
"Fifty-Six city, Arkansas",60441,05,23680
"Fisher city, Arkansas",35000,05,23800
"Flippin city, Arkansas",38686,05,24010
"Fordyce city, Arkansas",35116,05,24220
"Foreman city, Arkansas",38266,05,24250
"Forrest City city, Arkansas",36368,05,24430
"Fort Smith city, Arkansas",50799,05,24550
"Fouke city, Arkansas",33393,05,24640
"Gassville city, Arkansas",46392,05,26050
"Gentry city, Arkansas",62981,05,26290
"Gillett city, Arkansas",65341,05,26980
"Gilmore city, Arkansas",29077,05,27040
"Glenwood city, Arkansas",33958,05,27310
"Gosnell city, Arkansas",43846,05,27700
"Gould city, Arkansas",23350,05,27730
"Grady city, Arkansas",28250,05,27790
"Grannis city, Arkansas",62500,05,27970
"Gravette city, Arkansas",65268,05,28360
"Greenbrier city, Arkansas",57234,05,28510
"Green Forest city, Arkansas",48587,05,28600
"Greenland city, Arkansas",59638,05,28660
"Greenway city, Arkansas",30625,05,28720
"Greenwood city, Arkansas",63232,05,28780
"Greers Ferry city, Arkansas",54315,05,28810
"Grubbs city, Arkansas",-666666666,05,29020
"Gurdon city, Arkansas",39625,05,29200
"Guy city, Arkansas",70000,05,29230
"Hackett city, Arkansas",41742,05,29290
"Hamburg city, Arkansas",30134,05,29500
"Hampton city, Arkansas",55417,05,29650
"Hardy city, Arkansas",33984,05,29920
"Harrisburg city, Arkansas",48008,05,30400
"Harrison city, Arkansas",39677,05,30460
"Hartford city, Arkansas",43750,05,30490
"Hartman city, Arkansas",39375,05,30520
"Haskell city, Arkansas",98571,05,30640
"Havana city, Arkansas",44244,05,30790
"Hazen city, Arkansas",47209,05,30940
"Heber Springs city, Arkansas",50472,05,31090
"Helena-West Helena city, Arkansas",31118,05,31190
"Hermitage city, Arkansas",22679,05,31540
"Hickory Ridge city, Arkansas",40000,05,31900
"Highland city, Arkansas",50714,05,32257
"Holland city, Arkansas",61071,05,32710
"Holly Grove city, Arkansas",30625,05,32800
"Hope city, Arkansas",43018,05,33190
"Horatio city, Arkansas",34625,05,33310
"Horseshoe Bend city, Arkansas",38750,05,33370
"Hot Springs city, Arkansas",46537,05,33400
"Hoxie city, Arkansas",33354,05,33580
"Hughes city, Arkansas",26250,05,33760
"Humnoke city, Arkansas",41477,05,33820
"Humphrey city, Arkansas",32813,05,33850
"Huntington city, Arkansas",35000,05,33940
"Huntsville city, Arkansas",48478,05,33970
"Huttig city, Arkansas",44286,05,34090
"Jacksonville city, Arkansas",47121,05,34750
"Jasper city, Arkansas",28488,05,34900
"Johnson city, Arkansas",82386,05,35500
"Joiner city, Arkansas",27321,05,35650
"Jonesboro city, Arkansas",51124,05,35710
"Judsonia city, Arkansas",41232,05,36040
"Junction City city, Arkansas",34714,05,36130
"Keiser city, Arkansas",50136,05,36310
"Kensett city, Arkansas",28225,05,36430
"Kibler city, Arkansas",76667,05,36670
"Kingsland city, Arkansas",27583,05,36880
"Knobel city, Arkansas",92866,05,37240
"Lake City city, Arkansas",56414,05,37780
"Lakeview city, Arkansas",54219,05,38050
"Lake View city, Arkansas",28750,05,38110
"Lake Village city, Arkansas",42143,05,38170
"Lamar city, Arkansas",41188,05,38290
"Lavaca city, Arkansas",87500,05,38890
"Leachville city, Arkansas",31607,05,39010
"Lepanto city, Arkansas",40335,05,39370
"Leslie city, Arkansas",20313,05,39460
"Lewisville city, Arkansas",29250,05,39640
"Lincoln city, Arkansas",50625,05,39970
"Little Flock city, Arkansas",55035,05,40120
"Little Rock city, Arkansas",58697,05,41000
"Lockesburg city, Arkansas",57875,05,41090
"London city, Arkansas",50750,05,41270
"Lonoke city, Arkansas",46786,05,41420
"Lowell city, Arkansas",83827,05,41720
"Luxora city, Arkansas",25263,05,42170
"McCrory city, Arkansas",40568,05,42500
"McGehee city, Arkansas",34917,05,42770
"McNeil city, Arkansas",34625,05,43100
"McRae city, Arkansas",27452,05,43220
"Madison city, Arkansas",45625,05,43280
"Magazine city, Arkansas",45735,05,43310
"Magnolia city, Arkansas",43000,05,43460
"Malvern city, Arkansas",37210,05,43610
"Mammoth Spring city, Arkansas",39118,05,43670
"Manila city, Arkansas",105938,05,43820
"Mansfield city, Arkansas",43235,05,43880
"Marianna city, Arkansas",21057,05,44120
"Marion city, Arkansas",77350,05,44180
"Marked Tree city, Arkansas",35087,05,44210
"Marmaduke city, Arkansas",48021,05,44240
"Marshall city, Arkansas",28290,05,44300
"Marvell city, Arkansas",51293,05,44420
"Maumelle city, Arkansas",89880,05,44600
"Mayflower city, Arkansas",56216,05,44750
"Melbourne city, Arkansas",41938,05,45080
"Mena city, Arkansas",53288,05,45170
"Mineral Springs city, Arkansas",39886,05,46040
"Mitchellville city, Arkansas",28029,05,46190
"Monette city, Arkansas",47684,05,46400
"Monticello city, Arkansas",34176,05,46580
"Montrose city, Arkansas",31250,05,46670
"Morrilton city, Arkansas",43608,05,46970
"Mountainburg city, Arkansas",49375,05,47300
"Mountain Home city, Arkansas",42281,05,47390
"Mountain Pine city, Arkansas",28542,05,47450
"Mountain View city, Arkansas",23458,05,47540
"Mount Ida city, Arkansas",42778,05,47690
"Mulberry city, Arkansas",41932,05,48200
"Murfreesboro city, Arkansas",37206,05,48290
"Nashville city, Arkansas",39836,05,48560
"Newark city, Arkansas",33103,05,49010
"Newport city, Arkansas",32440,05,49580
"Norfork city, Arkansas",34444,05,50000
"Norphlet city, Arkansas",63917,05,50060
"North Little Rock city, Arkansas",49166,05,50450
"Ogden city, Arkansas",-666666666,05,51350
"Ola city, Arkansas",44042,05,51560
"Oppelo city, Arkansas",64191,05,52430
"Osceola city, Arkansas",44492,05,52580
"Oxford city, Arkansas",42500,05,52880
"Ozark city, Arkansas",41816,05,52970
"Palestine city, Arkansas",33386,05,53150
"Pangburn city, Arkansas",29024,05,53240
"Paragould city, Arkansas",54732,05,53390
"Paris city, Arkansas",45505,05,53480
"Parkdale city, Arkansas",26750,05,53510
"Parkin city, Arkansas",27216,05,53600
"Patterson city, Arkansas",32344,05,53990
"Peach Orchard city, Arkansas",29500,05,54140
"Pea Ridge city, Arkansas",93113,05,54200
"Perryville city, Arkansas",53929,05,54710
"Piggott city, Arkansas",43255,05,55130
"Pine Bluff city, Arkansas",39411,05,55310
"Plainview city, Arkansas",42550,05,55970
"Plumerville city, Arkansas",34375,05,56480
"Pocahontas city, Arkansas",38912,05,56540
"Pollard city, Arkansas",43036,05,56600
"Portland city, Arkansas",46000,05,56750
"Pottsville city, Arkansas",66250,05,56990
"Prairie Grove city, Arkansas",56541,05,57170
"Prescott city, Arkansas",29899,05,57260
"Quitman city, Arkansas",34423,05,57950
"Ratcliff city, Arkansas",51250,05,58160
"Rector city, Arkansas",40772,05,58490
"Redfield city, Arkansas",67614,05,58580
"Reyno city, Arkansas",52008,05,59180
"Rison city, Arkansas",23056,05,59480
"Rockport city, Arkansas",62031,05,60020
"Rogers city, Arkansas",78075,05,60410
"Russellville city, Arkansas",43669,05,61670
"St. Francis city, Arkansas",34375,05,61970
"Salem city, Arkansas",32853,05,62150
"Salesville city, Arkansas",40625,05,62240
"Scranton city, Arkansas",82750,05,62960
"Searcy city, Arkansas",45588,05,63020
"Shannon Hills city, Arkansas",74719,05,63470
"Sheridan city, Arkansas",55520,05,63710
"Sherwood city, Arkansas",74917,05,63800
"Siloam Springs city, Arkansas",59911,05,64370
"Smackover city, Arkansas",52500,05,64730
"Southside city, Arkansas",49063,05,65630
"Sparkman city, Arkansas",35870,05,65900
"Springdale city, Arkansas",59985,05,66080
"Stamps city, Arkansas",28720,05,66320
"Star City city, Arkansas",58929,05,66440
"Stephens city, Arkansas",38516,05,66860
"Strong city, Arkansas",26635,05,67370
"Stuttgart city, Arkansas",59124,05,67490
"Sulphur Springs city, Arkansas",36691,05,67760
"Summit city, Arkansas",62188,05,67940
"Swifton city, Arkansas",53214,05,68360
"Taylor city, Arkansas",47500,05,68660
"Texarkana city, Arkansas",45233,05,68810
"Thornton city, Arkansas",46563,05,69050
"Tillar city, Arkansas",41447,05,69230
"Tontitown city, Arkansas",83705,05,69740
"Traskwood city, Arkansas",69643,05,69830
"Trumann city, Arkansas",37618,05,70010
"Tuckerman city, Arkansas",47321,05,70100
"Turrell city, Arkansas",36111,05,70430
"Tyronza city, Arkansas",36333,05,70700
"Van Buren city, Arkansas",56493,05,71480
"Vilonia city, Arkansas",77524,05,71960
"Waldo city, Arkansas",34844,05,72350
"Waldron city, Arkansas",39750,05,72380
"Walnut Ridge city, Arkansas",45950,05,72890
"Ward city, Arkansas",74688,05,73130
"Warren city, Arkansas",39222,05,73310
"Washington city, Arkansas",34167,05,73370
